resume_id,score,coverage,decision
1505,18.19,0.4,Rejected
64,18.19,0.4,Rejected
2089,18.19,0.4,Rejected
2165,18.19,0.4,Rejected
2035,18.18,0.4,Rejected
1261,18.16,0.4,Rejected
1221,18.15,0.4,Rejected
1746,18.14,0.4,Rejected
2369,18.14,0.4,Rejected
1936,18.13,0.4,Rejected
2240,18.13,0.4,Rejected
473,18.13,0.4,Rejected
41,18.13,0.4,Rejected
15,18.12,0.4,Rejected
1428,18.12,0.4,Rejected
1214,18.11,0.4,Rejected
573,18.11,0.4,Rejected
1290,18.11,0.4,Rejected
1309,18.11,0.4,Rejected
2218,18.11,0.4,Rejected
549,18.11,0.4,Rejected
146,18.09,0.33,Rejected
92,18.09,0.4,Rejected
1822,18.09,0.4,Rejected
2274,18.08,0.4,Rejected
204,18.08,0.4,Rejected
2162,18.08,0.4,Rejected
564,18.08,0.4,Rejected
244,18.08,0.4,Rejected
654,18.07,0.4,Rejected
2022,18.07,0.4,Rejected
1043,18.07,0.4,Rejected
2082,18.06,0.4,Rejected
474,18.05,0.4,Rejected
2308,18.05,0.4,Rejected
555,18.05,0.4,Rejected
622,18.05,0.4,Rejected
1274,18.05,0.4,Rejected
1798,18.04,0.4,Rejected
606,18.04,0.4,Rejected
1215,18.03,0.4,Rejected
1766,18.03,0.33,Rejected
1066,18.02,0.4,Rejected
445,18.02,0.4,Rejected
1951,18.01,0.4,Rejected
668,18.01,0.4,Rejected
809,18.0,0.4,Rejected
1888,18.0,0.4,Rejected
1346,17.99,0.4,Rejected
39,17.99,0.4,Rejected
931,17.99,0.4,Rejected
1344,17.98,0.4,Rejected
842,17.98,0.4,Rejected
125,17.98,0.4,Rejected
571,17.97,0.4,Rejected
634,17.97,0.33,Rejected
1255,17.97,0.4,Rejected
969,17.96,0.4,Rejected
572,17.96,0.4,Rejected
2185,17.96,0.4,Rejected
1859,17.96,0.4,Rejected
2246,17.95,0.4,Rejected
1751,17.95,0.4,Rejected
1578,17.95,0.4,Rejected
1128,17.95,0.4,Rejected
1343,17.94,0.4,Rejected
251,17.94,0.4,Rejected
2203,17.92,0.4,Rejected
1611,17.92,0.4,Rejected
2412,17.92,0.4,Rejected
972,17.91,0.4,Rejected
2084,17.9,0.4,Rejected
2147,17.9,0.4,Rejected
1092,17.9,0.4,Rejected
1682,17.9,0.4,Rejected
1950,17.9,0.4,Rejected
1121,17.88,0.4,Rejected
1340,17.88,0.4,Rejected
991,17.88,0.4,Rejected
575,17.88,0.4,Rejected
679,17.88,0.4,Rejected
843,17.86,0.4,Rejected
1961,17.86,0.4,Rejected
723,17.86,0.4,Rejected
56,17.85,0.4,Rejected
1406,17.85,0.4,Rejected
1008,17.84,0.4,Rejected
536,17.84,0.4,Rejected
272,17.83,0.33,Rejected
2370,17.83,0.4,Rejected
623,17.82,0.4,Rejected
1618,17.81,0.4,Rejected
1656,17.81,0.4,Rejected
287,17.8,0.4,Rejected
485,17.8,0.4,Rejected
1691,17.8,0.4,Rejected
188,17.8,0.4,Rejected
1301,17.78,0.33,Rejected
313,17.77,0.4,Rejected
2116,17.77,0.4,Rejected
1207,17.76,0.4,Rejected
744,17.75,0.4,Rejected
2101,17.75,0.4,Rejected
1515,17.75,0.4,Rejected
1389,17.74,0.4,Rejected
726,17.74,0.4,Rejected
676,17.73,0.33,Rejected
2351,17.73,0.4,Rejected
252,17.72,0.4,Rejected
128,17.72,0.4,Rejected
1555,17.71,0.4,Rejected
136,17.7,0.4,Rejected
2384,17.69,0.4,Rejected
2300,17.66,0.4,Rejected
960,17.64,0.33,Rejected
1112,17.64,0.4,Rejected
1101,17.63,0.4,Rejected
898,17.63,0.4,Rejected
96,17.63,0.4,Rejected
1034,17.63,0.4,Rejected
894,17.62,0.4,Rejected
1286,17.6,0.4,Rejected
1497,17.6,0.4,Rejected
61,17.6,0.4,Rejected
562,17.59,0.4,Rejected
539,17.59,0.4,Rejected
1878,17.57,0.4,Rejected
1415,17.56,0.4,Rejected
155,17.56,0.4,Rejected
187,17.56,0.4,Rejected
772,17.56,0.4,Rejected
523,17.56,0.4,Rejected
33,17.55,0.4,Rejected
1716,17.55,0.4,Rejected
1087,17.55,0.4,Rejected
1526,17.54,0.33,Rejected
1648,17.54,0.4,Rejected
1491,17.54,0.4,Rejected
936,17.53,0.4,Rejected
171,17.53,0.33,Rejected
1093,17.53,0.4,Rejected
1271,17.53,0.4,Rejected
867,17.52,0.4,Rejected
247,17.51,0.4,Rejected
607,17.51,0.4,Rejected
553,17.5,0.4,Rejected
289,17.5,0.4,Rejected
2100,17.49,0.4,Rejected
2074,17.49,0.4,Rejected
1316,17.47,0.4,Rejected
924,17.47,0.4,Rejected
1382,17.46,0.4,Rejected
1649,17.45,0.4,Rejected
2311,17.45,0.4,Rejected
238,17.44,0.4,Rejected
2209,17.44,0.4,Rejected
2156,17.44,0.4,Rejected
1591,17.43,0.4,Rejected
273,17.43,0.4,Rejected
354,17.43,0.4,Rejected
1105,17.42,0.4,Rejected
1217,17.42,0.4,Rejected
637,17.42,0.4,Rejected
1003,17.41,0.4,Rejected
561,17.41,0.33,Rejected
881,17.39,0.4,Rejected
266,17.39,0.4,Rejected
488,17.38,0.4,Rejected
602,17.38,0.33,Rejected
848,17.38,0.4,Rejected
2078,17.37,0.4,Rejected
22,17.37,0.4,Rejected
1231,17.36,0.33,Rejected
1336,17.36,0.4,Rejected
427,17.36,0.4,Rejected
1748,17.33,0.4,Rejected
1940,17.33,0.4,Rejected
873,17.32,0.33,Rejected
352,17.32,0.4,Rejected
1705,17.32,0.4,Rejected
869,17.3,0.4,Rejected
1117,17.29,0.4,Rejected
1058,17.29,0.4,Rejected
2321,17.29,0.4,Rejected
1470,17.29,0.4,Rejected
1082,17.28,0.4,Rejected
1564,17.28,0.4,Rejected
500,17.28,0.4,Rejected
609,17.27,0.4,Rejected
2205,17.25,0.4,Rejected
2066,17.25,0.4,Rejected
2046,17.24,0.4,Rejected
414,17.21,0.4,Rejected
1819,17.19,0.4,Rejected
1877,17.18,0.4,Rejected
1349,17.17,0.33,Rejected
989,17.17,0.4,Rejected
1378,17.17,0.4,Rejected
911,17.16,0.33,Rejected
1148,17.15,0.4,Rejected
11,17.15,0.4,Rejected
1332,17.15,0.4,Rejected
2011,17.14,0.33,Rejected
768,17.14,0.4,Rejected
1994,17.13,0.4,Rejected
454,17.13,0.4,Rejected
1776,17.12,0.4,Rejected
1927,17.12,0.4,Rejected
1256,17.12,0.4,Rejected
179,17.11,0.33,Rejected
1376,17.11,0.4,Rejected
210,17.11,0.33,Rejected
396,17.11,0.4,Rejected
1879,17.1,0.4,Rejected
2265,17.1,0.4,Rejected
370,17.1,0.4,Rejected
278,17.09,0.33,Rejected
2378,17.08,0.4,Rejected
1929,17.08,0.4,Rejected
453,17.08,0.4,Rejected
124,17.08,0.33,Rejected
670,17.07,0.4,Rejected
2063,17.06,0.4,Rejected
550,17.06,0.4,Rejected
812,17.05,0.4,Rejected
2401,17.05,0.4,Rejected
1408,17.05,0.4,Rejected
351,17.04,0.4,Rejected
1324,17.04,0.4,Rejected
1631,17.04,0.33,Rejected
2198,17.04,0.4,Rejected
2428,17.04,0.4,Rejected
860,17.04,0.33,Rejected
1606,17.02,0.4,Rejected
896,17.02,0.4,Rejected
242,17.01,0.33,Rejected
2113,17.0,0.4,Rejected
1805,17.0,0.33,Rejected
1391,17.0,0.4,Rejected
1397,16.99,0.4,Rejected
1629,16.99,0.4,Rejected
2325,16.98,0.4,Rejected
1246,16.98,0.33,Rejected
718,16.98,0.4,Rejected
2306,16.97,0.4,Rejected
1423,16.97,0.4,Rejected
1827,16.97,0.4,Rejected
486,16.96,0.4,Rejected
2226,16.95,0.33,Rejected
2043,16.95,0.4,Rejected
767,16.95,0.4,Rejected
2391,16.93,0.4,Rejected
1078,16.92,0.4,Rejected
728,16.92,0.33,Rejected
2403,16.9,0.33,Rejected
657,16.9,0.4,Rejected
506,16.9,0.4,Rejected
93,16.9,0.4,Rejected
1646,16.89,0.4,Rejected
1427,16.88,0.4,Rejected
2312,16.88,0.4,Rejected
1056,16.88,0.4,Rejected
502,16.87,0.4,Rejected
1817,16.87,0.4,Rejected
1987,16.86,0.4,Rejected
750,16.86,0.4,Rejected
1464,16.85,0.4,Rejected
829,16.85,0.4,Rejected
769,16.85,0.4,Rejected
1999,16.84,0.4,Rejected
705,16.84,0.4,Rejected
1421,16.84,0.4,Rejected
2353,16.83,0.4,Rejected
665,16.83,0.4,Rejected
2054,16.82,0.4,Rejected
1136,16.81,0.27,Rejected
2019,16.8,0.33,Rejected
784,16.8,0.4,Rejected
1616,16.79,0.33,Rejected
402,16.79,0.4,Rejected
986,16.79,0.4,Rejected
2109,16.79,0.4,Rejected
1108,16.78,0.4,Rejected
708,16.77,0.4,Rejected
1094,16.76,0.4,Rejected
2481,16.76,0.4,Rejected
1212,16.76,0.4,Rejected
1351,16.76,0.4,Rejected
737,16.75,0.4,Rejected
810,16.75,0.4,Rejected
557,16.75,0.4,Rejected
325,16.74,0.33,Rejected
717,16.73,0.33,Rejected
2038,16.73,0.4,Rejected
449,16.73,0.4,Rejected
382,16.73,0.4,Rejected
545,16.72,0.4,Rejected
483,16.71,0.33,Rejected
1054,16.7,0.4,Rejected
943,16.7,0.4,Rejected
891,16.69,0.33,Rejected
1565,16.68,0.33,Rejected
1644,16.67,0.4,Rejected
1824,16.67,0.4,Rejected
1302,16.66,0.4,Rejected
176,16.66,0.33,Rejected
470,16.65,0.4,Rejected
993,16.65,0.4,Rejected
1981,16.65,0.4,Rejected
732,16.65,0.4,Rejected
1499,16.65,0.33,Rejected
1551,16.64,0.4,Rejected
1957,16.64,0.33,Rejected
189,16.63,0.33,Rejected
1719,16.62,0.33,Rejected
1000,16.62,0.4,Rejected
1209,16.62,0.4,Rejected
300,16.62,0.33,Rejected
615,16.61,0.33,Rejected
862,16.6,0.4,Rejected
2379,16.6,0.4,Rejected
795,16.59,0.4,Rejected
2471,16.59,0.4,Rejected
1670,16.58,0.4,Rejected
1243,16.58,0.4,Rejected
1561,16.58,0.4,Rejected
511,16.58,0.4,Rejected
764,16.57,0.4,Rejected
476,16.57,0.33,Rejected
1129,16.57,0.4,Rejected
203,16.56,0.33,Rejected
886,16.56,0.4,Rejected
1021,16.54,0.4,Rejected
1227,16.53,0.33,Rejected
1633,16.53,0.4,Rejected
2331,16.53,0.4,Rejected
546,16.53,0.4,Rejected
756,16.53,0.33,Rejected
2266,16.51,0.33,Rejected
697,16.51,0.33,Rejected
1028,16.51,0.4,Rejected
1466,16.5,0.4,Rejected
551,16.49,0.4,Rejected
105,16.49,0.4,Rejected
791,16.48,0.4,Rejected
2326,16.48,0.33,Rejected
1875,16.47,0.4,Rejected
1352,16.46,0.33,Rejected
221,16.44,0.33,Rejected
2464,16.43,0.33,Rejected
682,16.43,0.33,Rejected
1160,16.41,0.4,Rejected
832,16.39,0.4,Rejected
1986,16.39,0.27,Rejected
1130,16.38,0.33,Rejected
1586,16.38,0.33,Rejected
685,16.38,0.4,Rejected
1317,16.37,0.33,Rejected
851,16.37,0.33,Rejected
1388,16.35,0.33,Rejected
1198,16.34,0.33,Rejected
783,16.34,0.4,Rejected
2048,16.34,0.4,Rejected
51,16.33,0.33,Rejected
2389,16.31,0.4,Rejected
683,16.28,0.4,Rejected
1554,16.28,0.33,Rejected
172,16.23,0.33,Rejected
63,16.21,0.33,Rejected
2272,16.2,0.4,Rejected
699,16.19,0.33,Rejected
1452,16.19,0.33,Rejected
2217,16.17,0.33,Rejected
2332,16.14,0.33,Rejected
830,16.13,0.33,Rejected
1270,16.13,0.33,Rejected
565,16.13,0.33,Rejected
914,16.12,0.33,Rejected
425,16.11,0.4,Rejected
12,16.1,0.33,Rejected
1115,16.09,0.33,Rejected
54,16.08,0.33,Rejected
2184,16.07,0.33,Rejected
2179,16.06,0.33,Rejected
1053,16.05,0.33,Rejected
25,16.04,0.33,Rejected
1531,16.01,0.33,Rejected
2447,16.01,0.33,Rejected
1612,16.01,0.33,Rejected
139,15.99,0.33,Rejected
192,15.99,0.33,Rejected
162,15.98,0.33,Rejected
1856,15.98,0.33,Rejected
1194,15.97,0.33,Rejected
1963,15.96,0.33,Rejected
2292,15.95,0.33,Rejected
1015,15.95,0.33,Rejected
673,15.95,0.33,Rejected
1071,15.95,0.33,Rejected
951,15.92,0.33,Rejected
36,15.92,0.33,Rejected
2364,15.91,0.33,Rejected
1171,15.91,0.33,Rejected
79,15.89,0.33,Rejected
1353,15.87,0.33,Rejected
693,15.87,0.33,Rejected
1962,15.86,0.33,Rejected
980,15.86,0.33,Rejected
2398,15.84,0.33,Rejected
16,15.84,0.33,Rejected
461,15.81,0.33,Rejected
2373,15.8,0.33,Rejected
1147,15.79,0.33,Rejected
2201,15.78,0.27,Rejected
2237,15.78,0.33,Rejected
578,15.77,0.33,Rejected
1062,15.77,0.33,Rejected
2316,15.77,0.33,Rejected
1885,15.75,0.33,Rejected
35,15.75,0.33,Rejected
743,15.71,0.33,Rejected
1097,15.7,0.33,Rejected
1919,15.69,0.33,Rejected
1643,15.68,0.33,Rejected
1552,15.68,0.33,Rejected
1937,15.68,0.33,Rejected
2071,15.68,0.33,Rejected
1645,15.67,0.33,Rejected
2060,15.66,0.33,Rejected
2318,15.66,0.33,Rejected
559,15.63,0.33,Rejected
4,15.62,0.33,Rejected
752,15.62,0.33,Rejected
1906,15.59,0.33,Rejected
2298,15.58,0.33,Rejected
86,15.57,0.33,Rejected
1613,15.55,0.33,Rejected
2329,15.55,0.33,Rejected
1210,15.55,0.33,Rejected
805,15.55,0.33,Rejected
434,15.54,0.33,Rejected
37,15.53,0.33,Rejected
2482,15.53,0.33,Rejected
2208,15.52,0.33,Rejected
2170,15.52,0.33,Rejected
1669,15.52,0.33,Rejected
1901,15.51,0.33,Rejected
1478,15.51,0.33,Rejected
1372,15.49,0.33,Rejected
1422,15.48,0.33,Rejected
84,15.48,0.33,Rejected
1179,15.47,0.33,Rejected
2144,15.46,0.33,Rejected
1106,15.46,0.33,Rejected
663,15.46,0.33,Rejected
1295,15.46,0.33,Rejected
734,15.45,0.33,Rejected
2194,15.45,0.33,Rejected
392,15.44,0.33,Rejected
760,15.44,0.33,Rejected
1545,15.44,0.33,Rejected
1964,15.44,0.27,Rejected
621,15.43,0.33,Rejected
2067,15.42,0.33,Rejected
2070,15.42,0.33,Rejected
1534,15.42,0.33,Rejected
514,15.41,0.33,Rejected
2159,15.4,0.33,Rejected
2247,15.4,0.33,Rejected
1673,15.39,0.33,Rejected
2024,15.38,0.33,Rejected
1031,15.38,0.33,Rejected
1420,15.37,0.33,Rejected
20,15.35,0.33,Rejected
827,15.35,0.33,Rejected
1908,15.34,0.33,Rejected
2255,15.34,0.33,Rejected
2360,15.34,0.33,Rejected
710,15.32,0.33,Rejected
1732,15.32,0.33,Rejected
711,15.32,0.33,Rejected
2477,15.31,0.33,Rejected
1118,15.31,0.33,Rejected
2382,15.29,0.33,Rejected
1973,15.29,0.33,Rejected
1655,15.29,0.33,Rejected
541,15.28,0.33,Rejected
2299,15.28,0.33,Rejected
712,15.28,0.33,Rejected
1374,15.27,0.33,Rejected
468,15.27,0.33,Rejected
1778,15.27,0.33,Rejected
1870,15.27,0.33,Rejected
498,15.27,0.33,Rejected
2356,15.27,0.33,Rejected
2174,15.26,0.33,Rejected
2037,15.26,0.33,Rejected
992,15.26,0.33,Rejected
1063,15.25,0.33,Rejected
932,15.24,0.33,Rejected
1469,15.24,0.33,Rejected
537,15.24,0.33,Rejected
2450,15.24,0.33,Rejected
831,15.24,0.33,Rejected
410,15.24,0.33,Rejected
5,15.23,0.33,Rejected
1902,15.23,0.33,Rejected
1521,15.23,0.33,Rejected
2281,15.22,0.33,Rejected
1680,15.22,0.33,Rejected
759,15.22,0.33,Rejected
492,15.21,0.33,Rejected
1103,15.21,0.33,Rejected
1553,15.21,0.33,Rejected
1678,15.2,0.33,Rejected
1752,15.2,0.33,Rejected
1197,15.2,0.33,Rejected
1236,15.19,0.33,Rejected
446,15.19,0.33,Rejected
957,15.19,0.33,Rejected
1483,15.19,0.33,Rejected
790,15.17,0.33,Rejected
475,15.17,0.33,Rejected
2452,15.17,0.33,Rejected
2468,15.17,0.33,Rejected
1642,15.17,0.33,Rejected
2305,15.16,0.33,Rejected
1506,15.16,0.33,Rejected
2145,15.16,0.33,Rejected
46,15.15,0.33,Rejected
1403,15.15,0.33,Rejected
88,15.15,0.33,Rejected
1233,15.14,0.33,Rejected
908,15.13,0.33,Rejected
659,15.11,0.33,Rejected
647,15.11,0.33,Rejected
1958,15.1,0.33,Rejected
2131,15.1,0.33,Rejected
635,15.09,0.33,Rejected
515,15.09,0.33,Rejected
6,15.08,0.33,Rejected
459,15.07,0.33,Rejected
1598,15.07,0.33,Rejected
2245,15.06,0.33,Rejected
71,15.06,0.27,Rejected
1869,15.04,0.33,Rejected
730,15.04,0.33,Rejected
2164,15.03,0.33,Rejected
2056,15.03,0.33,Rejected
1208,15.03,0.33,Rejected
26,15.03,0.33,Rejected
1144,15.02,0.33,Rejected
1080,15.02,0.33,Rejected
1777,15.01,0.33,Rejected
484,15.01,0.33,Rejected
1592,15.0,0.33,Rejected
2106,14.99,0.33,Rejected
1299,14.99,0.33,Rejected
404,14.98,0.33,Rejected
245,14.96,0.33,Rejected
2429,14.95,0.33,Rejected
121,14.95,0.33,Rejected
2413,14.95,0.33,Rejected
1568,14.94,0.33,Rejected
802,14.94,0.33,Rejected
1447,14.94,0.33,Rejected
879,14.93,0.33,Rejected
763,14.93,0.33,Rejected
577,14.92,0.33,Rejected
2454,14.91,0.33,Rejected
1587,14.91,0.33,Rejected
2005,14.91,0.33,Rejected
985,14.9,0.33,Rejected
590,14.9,0.33,Rejected
935,14.89,0.33,Rejected
29,14.89,0.33,Rejected
582,14.89,0.33,Rejected
24,14.89,0.33,Rejected
1050,14.88,0.33,Rejected
652,14.88,0.33,Rejected
216,14.88,0.33,Rejected
567,14.87,0.33,Rejected
74,14.87,0.33,Rejected
2449,14.87,0.33,Rejected
1925,14.87,0.33,Rejected
877,14.87,0.33,Rejected
1718,14.87,0.27,Rejected
141,14.86,0.33,Rejected
1527,14.86,0.33,Rejected
2098,14.86,0.33,Rejected
1796,14.86,0.33,Rejected
1230,14.86,0.33,Rejected
433,14.84,0.33,Rejected
722,14.84,0.33,Rejected
691,14.84,0.33,Rejected
964,14.84,0.33,Rejected
384,14.83,0.33,Rejected
1792,14.82,0.33,Rejected
1729,14.82,0.27,Rejected
1038,14.82,0.33,Rejected
2283,14.81,0.33,Rejected
1235,14.81,0.33,Rejected
1739,14.8,0.33,Rejected
814,14.8,0.33,Rejected
1945,14.79,0.33,Rejected
1342,14.79,0.33,Rejected
1579,14.78,0.33,Rejected
2117,14.78,0.33,Rejected
1858,14.78,0.33,Rejected
456,14.77,0.33,Rejected
478,14.76,0.33,Rejected
2347,14.76,0.33,Rejected
1055,14.76,0.33,Rejected
2231,14.76,0.27,Rejected
1573,14.75,0.33,Rejected
371,14.75,0.33,Rejected
777,14.75,0.33,Rejected
1795,14.75,0.33,Rejected
2456,14.74,0.33,Rejected
653,14.73,0.33,Rejected
1438,14.73,0.33,Rejected
1566,14.73,0.33,Rejected
1740,14.73,0.33,Rejected
1140,14.72,0.33,Rejected
1199,14.72,0.33,Rejected
1953,14.71,0.33,Rejected
1219,14.71,0.33,Rejected
1070,14.71,0.33,Rejected
477,14.71,0.33,Rejected
758,14.71,0.33,Rejected
75,14.7,0.33,Rejected
2108,14.7,0.33,Rejected
34,14.7,0.33,Rejected
715,14.69,0.33,Rejected
868,14.68,0.33,Rejected
633,14.68,0.27,Rejected
1292,14.68,0.33,Rejected
344,14.68,0.33,Rejected
2244,14.67,0.33,Rejected
1291,14.67,0.33,Rejected
519,14.67,0.33,Rejected
1833,14.66,0.33,Rejected
32,14.65,0.33,Rejected
1057,14.64,0.33,Rejected
748,14.63,0.33,Rejected
1123,14.62,0.33,Rejected
624,14.62,0.33,Rejected
644,14.6,0.33,Rejected
1537,14.6,0.33,Rejected
1900,14.6,0.33,Rejected
491,14.6,0.33,Rejected
554,14.6,0.33,Rejected
2248,14.58,0.33,Rejected
1110,14.58,0.33,Rejected
2141,14.58,0.33,Rejected
1481,14.57,0.33,Rejected
1044,14.57,0.33,Rejected
823,14.57,0.33,Rejected
1842,14.57,0.33,Rejected
1614,14.55,0.33,Rejected
1025,14.55,0.33,Rejected
1995,14.55,0.33,Rejected
13,14.55,0.33,Rejected
1512,14.53,0.33,Rejected
1439,14.52,0.33,Rejected
1828,14.52,0.33,Rejected
2151,14.51,0.33,Rejected
2090,14.5,0.33,Rejected
385,14.5,0.33,Rejected
70,14.49,0.27,Rejected
1583,14.49,0.33,Rejected
1436,14.49,0.33,Rejected
776,14.49,0.33,Rejected
542,14.48,0.27,Rejected
482,14.47,0.33,Rejected
725,14.47,0.33,Rejected
1321,14.47,0.33,Rejected
961,14.46,0.33,Rejected
742,14.46,0.33,Rejected
1585,14.46,0.33,Rejected
836,14.46,0.33,Rejected
2197,14.44,0.33,Rejected
467,14.44,0.33,Rejected
849,14.43,0.33,Rejected
2359,14.43,0.33,Rejected
2253,14.43,0.33,Rejected
14,14.43,0.33,Rejected
1314,14.41,0.33,Rejected
815,14.4,0.33,Rejected
1894,14.4,0.33,Rejected
393,14.39,0.33,Rejected
1250,14.39,0.33,Rejected
1861,14.38,0.33,Rejected
1162,14.37,0.33,Rejected
946,14.37,0.33,Rejected
2355,14.37,0.33,Rejected
801,14.37,0.33,Rejected
899,14.36,0.33,Rejected
164,14.35,0.27,Rejected
52,14.35,0.33,Rejected
1334,14.35,0.33,Rejected
440,14.35,0.33,Rejected
1298,14.34,0.33,Rejected
465,14.34,0.33,Rejected
496,14.34,0.33,Rejected
803,14.34,0.33,Rejected
1663,14.33,0.33,Rejected
2130,14.33,0.33,Rejected
1183,14.33,0.33,Rejected
1603,14.33,0.33,Rejected
686,14.33,0.33,Rejected
1849,14.31,0.33,Rejected
1064,14.3,0.33,Rejected
1285,14.3,0.33,Rejected
2380,14.29,0.33,Rejected
1959,14.29,0.33,Rejected
629,14.29,0.33,Rejected
83,14.29,0.33,Rejected
2327,14.28,0.27,Rejected
837,14.28,0.33,Rejected
460,14.28,0.33,Rejected
2466,14.27,0.33,Rejected
530,14.26,0.33,Rejected
27,14.25,0.33,Rejected
193,14.24,0.33,Rejected
875,14.24,0.33,Rejected
1060,14.24,0.33,Rejected
1096,14.23,0.33,Rejected
818,14.23,0.33,Rejected
2207,14.23,0.33,Rejected
2376,14.22,0.33,Rejected
1174,14.21,0.33,Rejected
757,14.21,0.33,Rejected
2139,14.21,0.33,Rejected
1617,14.2,0.33,Rejected
1432,14.2,0.33,Rejected
594,14.2,0.33,Rejected
1589,14.19,0.33,Rejected
2278,14.19,0.33,Rejected
345,14.19,0.33,Rejected
1395,14.18,0.33,Rejected
883,14.18,0.33,Rejected
1723,14.17,0.33,Rejected
893,14.16,0.33,Rejected
1430,14.16,0.33,Rejected
1781,14.16,0.2,Rejected
1548,14.16,0.33,Rejected
1916,14.16,0.33,Rejected
275,14.16,0.33,Rejected
62,14.15,0.27,Rejected
361,14.15,0.33,Rejected
2175,14.15,0.33,Rejected
589,14.13,0.33,Rejected
207,14.13,0.33,Rejected
1717,14.13,0.27,Rejected
2069,14.13,0.33,Rejected
407,14.12,0.33,Rejected
1522,14.12,0.27,Rejected
1287,14.12,0.33,Rejected
920,14.12,0.33,Rejected
910,14.1,0.27,Rejected
1362,14.1,0.33,Rejected
548,14.09,0.33,Rejected
1830,14.09,0.33,Rejected
658,14.09,0.33,Rejected
100,14.08,0.33,Rejected
978,14.08,0.33,Rejected
1567,14.08,0.33,Rejected
1350,14.07,0.33,Rejected
902,14.07,0.33,Rejected
934,14.07,0.33,Rejected
255,14.05,0.33,Rejected
2291,14.04,0.33,Rejected
2268,14.04,0.33,Rejected
1773,14.01,0.33,Rejected
955,14.0,0.27,Rejected
2387,13.99,0.33,Rejected
1874,13.98,0.33,Rejected
2018,13.98,0.27,Rejected
1666,13.97,0.33,Rejected
612,13.95,0.33,Rejected
1045,13.95,0.27,Rejected
713,13.94,0.33,Rejected
1358,13.93,0.33,Rejected
2411,13.92,0.33,Rejected
1782,13.91,0.27,Rejected
48,13.9,0.27,Rejected
292,13.9,0.33,Rejected
2269,13.89,0.33,Rejected
847,13.89,0.33,Rejected
462,13.89,0.33,Rejected
1017,13.88,0.27,Rejected
257,13.88,0.27,Rejected
1226,13.87,0.27,Rejected
2058,13.85,0.33,Rejected
1918,13.85,0.33,Rejected
2172,13.83,0.33,Rejected
386,13.83,0.2,Rejected
8,13.82,0.33,Rejected
2180,13.81,0.33,Rejected
1887,13.81,0.33,Rejected
2282,13.79,0.33,Rejected
1225,13.77,0.33,Rejected
1411,13.76,0.33,Rejected
1542,13.75,0.33,Rejected
2408,13.73,0.33,Rejected
584,13.73,0.27,Rejected
363,13.72,0.33,Rejected
1514,13.71,0.33,Rejected
2416,13.7,0.33,Rejected
1607,13.69,0.33,Rejected
157,13.68,0.27,Rejected
1479,13.68,0.27,Rejected
507,13.67,0.27,Rejected
277,13.66,0.27,Rejected
1234,13.65,0.27,Rejected
1549,13.64,0.27,Rejected
1992,13.62,0.27,Rejected
534,13.59,0.33,Rejected
1550,13.59,0.27,Rejected
1375,13.59,0.33,Rejected
1496,13.58,0.27,Rejected
807,13.58,0.33,Rejected
857,13.58,0.33,Rejected
2323,13.57,0.33,Rejected
595,13.55,0.27,Rejected
2470,13.51,0.27,Rejected
1141,13.45,0.27,Rejected
2357,13.45,0.27,Rejected
1811,13.44,0.33,Rejected
495,13.44,0.27,Rejected
592,13.44,0.27,Rejected
2223,13.43,0.27,Rejected
1133,13.42,0.27,Rejected
2150,13.41,0.27,Rejected
949,13.39,0.27,Rejected
2473,13.39,0.27,Rejected
2094,13.33,0.33,Rejected
642,13.29,0.27,Rejected
1114,13.23,0.27,Rejected
1523,13.22,0.27,Rejected
2261,13.22,0.27,Rejected
709,13.22,0.27,Rejected
1926,13.21,0.27,Rejected
2079,13.19,0.27,Rejected
76,13.19,0.27,Rejected
579,13.17,0.27,Rejected
630,13.17,0.27,Rejected
53,13.17,0.27,Rejected
98,13.16,0.27,Rejected
1676,13.15,0.27,Rejected
640,13.14,0.27,Rejected
585,13.14,0.27,Rejected
720,13.14,0.27,Rejected
2013,13.13,0.27,Rejected
85,13.13,0.27,Rejected
2330,13.12,0.27,Rejected
613,13.1,0.27,Rejected
1934,13.1,0.27,Rejected
49,13.07,0.27,Rejected
2122,13.07,0.27,Rejected
1036,13.06,0.27,Rejected
1984,13.06,0.27,Rejected
1052,13.05,0.27,Rejected
909,13.05,0.27,Rejected
2322,13.04,0.27,Rejected
1560,13.03,0.27,Rejected
839,13.02,0.27,Rejected
1784,13.01,0.27,Rejected
1348,12.99,0.27,Rejected
1988,12.99,0.27,Rejected
853,12.96,0.27,Rejected
362,12.93,0.27,Rejected
219,12.91,0.27,Rejected
397,12.91,0.27,Rejected
2455,12.89,0.27,Rejected
1132,12.88,0.27,Rejected
150,12.87,0.27,Rejected
1974,12.86,0.27,Rejected
1702,12.86,0.27,Rejected
1035,12.85,0.27,Rejected
2337,12.84,0.27,Rejected
694,12.82,0.27,Rejected
1014,12.82,0.27,Rejected
2149,12.81,0.27,Rejected
569,12.8,0.27,Rejected
1429,12.77,0.27,Rejected
450,12.77,0.27,Rejected
383,12.77,0.27,Rejected
323,12.76,0.27,Rejected
324,12.76,0.27,Rejected
2251,12.75,0.27,Rejected
1500,12.74,0.27,Rejected
72,12.74,0.27,Rejected
974,12.71,0.27,Rejected
1175,12.71,0.27,Rejected
1890,12.71,0.27,Rejected
1726,12.7,0.27,Rejected
